,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Unit,Rate,Amount
1662,0.458,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$102,000.00",267236,770 Ton AT - ST,1.00,Week(s),"$15,000.00","$15,000.00"
1663,0.458,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$102,000.00",267236,770 Ton AT - ST,8.00,Hour(s),"$1,250.00","$10,000.00"
1664,0.458,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$102,000.00",267236,Mobilization - Out,1.00,Each,"$22,000.00","$22,000.00"
1665,0.458,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$102,000.00",267236,Permits (Round Trip),2.00,Set(s),"$1,000.00","$2,000.00"
1666,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",278502,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1667,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",278502,Environmental Impact,1.00,Each,$0.00,$0.00
1668,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",278502,Delivery - Boom Lift,1.00,Each,$0.00,$0.00
1669,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",278502,Return - Boom Lift,1.00,Each,$0.00,$0.00
1670,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",278502,Fuel,5.00,Gallon(s),$11.00,$55.00
1671,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$2,490.00",260634,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1672,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$2,490.00",260634,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1673,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$2,490.00",260634,Delivery - Boom Lift,1.00,Each,$270.00,$270.00
1674,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$2,490.00",260634,Return - Boom Lift,1.00,Each,$270.00,$270.00
1675,0.987,"Stevenson Crane Service, Inc.",2 QBOP/Caster,"Gary,",IN,,"$1,865.45",285627,30 Ton RT (d),9.00,Hour(s),$60.00,$540.00
1676,0.987,"Stevenson Crane Service, Inc.",2 QBOP/Caster,"Gary,",IN,,"$1,865.45",285627,USS 30/35T-RT Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
1677,0.987,"Stevenson Crane Service, Inc.",2 QBOP/Caster,"Gary,",IN,,"$1,865.45",285627,USS 30/35T-RT Labor,1.50,Hour(s),$154.94,$232.41
1678,0.987,"Stevenson Crane Service, Inc.",2 QBOP/Caster,"Gary,",IN,,"$1,865.45",285627,Fuel,8.00,Gallon(s),$11.00,$88.00
1679,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,082.51",271604,USS 2.2MP Operator ST,8.00,Hour(s),$125.63,"$1,005.04"
1680,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,082.51",271604,USS 2.2MP Operator OT,0.50,Hour(s),$154.94,$77.47
1681,0.987,"Stevenson Crane Service, Inc.",2 QBOP/Caster,"Gary,",IN,,"$3,949.29",287508,65 Ton RT (d),12.00,Hour(s),$70.00,$840.00
1682,0.987,"Stevenson Crane Service, Inc.",2 QBOP/Caster,"Gary,",IN,,"$3,949.29",287508,USS 65/70T-RT Labor ST,8.00,Hour(s),$127.02,"$1,016.16"
1683,0.987,"Stevenson Crane Service, Inc.",2 QBOP/Caster,"Gary,",IN,,"$3,949.29",287508,USS 65/70T-RT Labor,12.50,Hour(s),$156.89,"$1,961.13"
1684,0.987,"Stevenson Crane Service, Inc.",2 QBOP/Caster,"Gary,",IN,,"$3,949.29",287508,OT Fuel,12.00,Gallon(s),$11.00,$132.00
1685,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$2,872.60",285307,Tractor/Trailer (Lowboy),8.00,Hour(s),$295.00,"$2,360.00"
1686,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$2,872.60",285307,Tractor/Trailer (Lowboy),1.00,Hour(s),$350.00,$350.00
1687,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$2,872.60",285307,Fuel Surcharge,,,6.00%,$162.60
1688,0.992,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,297.00",262749,110 Ton RT,13.00,Hour(s),$160.00,"$2,080.00"
1689,0.992,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,297.00",262749,Crew Labor - ST,8.00,Hour(s),$240.00,"$1,920.00"
1690,0.992,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,297.00",262749,Crew Labor - OT,5.00,Hour(s),$400.00,"$2,000.00"
1691,0.992,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,297.00",262749,Fuel,27.00,Gallon(s),$11.00,$297.00
1692,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",282857,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1693,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",282857,Environmental Impact,1.00,Each,$0.00,$0.00
1694,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",282857,Delivery - Boom Lift,1.00,Each,$0.00,$0.00
1695,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",282857,Return - Boom Lift,1.00,Each,$0.00,$0.00
1696,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",282857,Fuel,5.00,Gallon(s),$11.00,$55.00
1697,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,559.51",278483,15 Ton CD (d),8.00,Hour(s),$50.00,$400.00
1698,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,559.51",278483,USS 15T-CD Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
1699,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,559.51",278483,USS 15T-CD Labor OT,0.50,Hour(s),$154.94,$77.47
1700,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,559.51",278483,Fuel,7.00,Gallon(s),$11.00,$77.00
1701,0.964,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$2,060.00",284976,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1702,0.964,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$2,060.00",284976,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1703,0.964,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$2,060.00",284976,Environmental Impact,2.00,Each,$0.00,$0.00
1704,0.964,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$2,060.00",284976,Delivery - Boom Lift,2.00,Each,$0.00,$0.00
1705,0.964,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$2,060.00",284976,Return - Boom Lift,2.00,Each,$0.00,$0.00
1706,0.964,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$2,060.00",284976,Fuel,10.00,Gallon(s),$11.00,$110.00
1707,0.977,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,035.72",281864,110 Ton RT (d),10.00,Hour(s),$160.00,"$1,600.00"
1708,0.977,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,035.72",281864,Misc. Equipment,1.00,Day(s),"$1,500.00","$1,500.00"
1709,0.977,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,035.72",281864,USS 110T-RT Labor ST,8.00,Hour(s),$129.81,"$1,038.48"
1710,0.977,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,035.72",281864,USS 110T-RT Labor OT,2.00,Hour(s),$160.79,$321.58
1711,0.977,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,035.72",281864,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
1712,0.977,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,035.72",281864,USS Oiler OT,2.00,Hour(s),$151.63,$303.26
1713,0.977,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$6,035.72",281864,Fuel,26.00,Gallon(s),$11.00,$286.00
1714,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,80 Ton RT (d),10.00,Hour(s),$135.00,"$1,350.00"
1715,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,USS 75/80T-RT Labor ST,8.00,Hour(s),$129.11,"$1,032.88"
1716,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,USS 75/80T-RT Labor,2.50,Hour(s),$159.81,$399.53
1717,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,Fuel,13.00,Gallon(s),$11.00,$143.00
1718,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,30 Ton RT (d),12.50,Hour(s),$60.00,$750.00
1719,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,USS 30/35T-RT Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
1720,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,USS 30/35T-RT Labor,5.00,Hour(s),$154.94,$774.70
1721,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,OT Fuel,11.00,Gallon(s),$11.00,$121.00
1722,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,30 Ton RT (d),10.00,Hour(s),$60.00,$600.00
1723,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,USS 30/35T-RT Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
1724,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,USS 30/35T-RT Labor,2.50,Hour(s),$154.94,$387.35
1725,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,OT Fuel,9.00,Gallon(s),$11.00,$99.00
1726,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,15 Ton CD (d),8.00,Hour(s),$50.00,$400.00
1727,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,USS 15T-CD Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
1728,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,USS 15T-CD Labor OT,0.50,Hour(s),$154.94,$77.47
1729,0.964,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary, IN 46402",,,"$9,227.05",283095,Fuel,7.00,Gallon(s),$11.00,$77.00
1730,0.997,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$4,113.00",265431,65 Ton RT,18.50,Hour(s),$70.00,"$1,295.00"
1731,0.997,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$4,113.00",265431,Operator Labor - ST,16.00,Hour(s),$120.00,"$1,920.00"
1732,0.997,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$4,113.00",265431,Operator Labor - OT,3.50,Hour(s),$200.00,$700.00
1733,0.997,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$4,113.00",265431,Fuel,18.00,Gallon(s),$11.00,$198.00
1734,0.987,"Stevenson Crane Service, Inc.",US Steel - #6 Boiler House,"Gary,",IN,,"$6,232.00",277921,140 Ton TCC,1.00,Day(s),"$3,250.00","$3,250.00"
1735,0.987,"Stevenson Crane Service, Inc.",US Steel - #6 Boiler House,"Gary,",IN,,"$6,232.00",277921,Crew Labor - ST/T1,8.00,Hour(s),$310.00,"$2,480.00"
1736,0.987,"Stevenson Crane Service, Inc.",US Steel - #6 Boiler House,"Gary,",IN,,"$6,232.00",277921,Crew Labor - OT/T1,0.50,Hour(s),$410.00,$205.00
1737,0.987,"Stevenson Crane Service, Inc.",US Steel - #6 Boiler House,"Gary,",IN,,"$6,232.00",277921,Fuel,27.00,Gallon(s),$11.00,$297.00
1738,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$1,030.00",288913,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1739,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$1,030.00",288913,Environmental Impact,1.00,Each,$0.00,$0.00
1740,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$1,030.00",288913,Delivery - Boom Lift,1.00,Each,$0.00,$0.00
1741,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$1,030.00",288913,Return - Boom Lift,1.00,Each,$0.00,$0.00
1742,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip","Gary,",IN,,"$1,030.00",288913,Fuel,5.00,Gallon(s),$11.00,$55.00
1743,0.987,"Stevenson Crane Service, Inc.",US Steel - #1 BOP/Caster,Gary,IN,,"$5,762.14",281862,160 Ton RT Daily,10.00,Hour(s),$280.00,"$2,800.00"
1744,0.987,"Stevenson Crane Service, Inc.",US Steel - #1 BOP/Caster,Gary,IN,,"$5,762.14",281862,USS 160T-RT Labor ST,8.00,Hour(s),$133.27,"$1,066.16"
1745,0.987,"Stevenson Crane Service, Inc.",US Steel - #1 BOP/Caster,Gary,IN,,"$5,762.14",281862,USS 160T-RT Labor OT,2.00,Hour(s),$165.66,$331.32
1746,0.987,"Stevenson Crane Service, Inc.",US Steel - #1 BOP/Caster,Gary,IN,,"$5,762.14",281862,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
1747,0.987,"Stevenson Crane Service, Inc.",US Steel - #1 BOP/Caster,Gary,IN,,"$5,762.14",281862,USS Oiler OT,2.00,Hour(s),$151.63,$303.26
1748,0.987,"Stevenson Crane Service, Inc.",US Steel - #1 BOP/Caster,Gary,IN,,"$5,762.14",281862,Fuel,25.00,Gallon(s),$11.00,$275.00
1749,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$1,082.51",289790,USS 2.2MP Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
1750,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$1,082.51",289790,USS 2.2MP Labor OT,0.50,Hour(s),$154.94,$77.47
1751,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$6,500.00",273933,Overage Hours,1.00,Hour(s),$0.00,$0.00
1752,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$6,500.00",273933,2.2 Ton Mini Picker,1.00,Month(s),"$6,500.00","$6,500.00"
1753,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$2,370.00",259715,65 Ton RT,8.00,Hour(s),$70.00,$560.00
1754,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$2,370.00",259715,Operator Labor - OT,8.50,Hour(s),$200.00,"$1,700.00"
1755,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$2,370.00",259715,Fuel,10.00,Gallon(s),$11.00,$110.00
1756,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,686.01",268425,30 Ton RT Daily,8.50,Hour(s),$60.00,$510.00
1757,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,686.01",268425,Operator Labor - ST,8.00,Hour(s),$125.63,"$1,005.04"
1758,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,686.01",268425,Operator Labor - OT,0.50,Hour(s),$154.94,$77.47
1759,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,686.01",268425,Fuel,8.50,Gallon(s),$11.00,$93.50
1760,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$5,739.67",287413,70 Ton RT Daily,25.50,Hour(s),$70.00,"$1,785.00"
1761,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$5,739.67",287413,USS 65/70T-RT Labor ST,16.00,Hour(s),$127.02,"$2,032.32"
1762,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$5,739.67",287413,USS 65/70T-RT Labor,10.50,Hour(s),$156.89,"$1,647.35"
1763,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$5,739.67",287413,OT Fuel,25.00,Gallon(s),$11.00,$275.00
1764,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,045.00",259567,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1765,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,045.00",259567,Environmental Impact,1.00,Each,$15.00,$15.00
1766,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,045.00",259567,Delivery - Boom Lift,1.00,Each,$0.00,$0.00
1767,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,045.00",259567,Return - Boom Lift,1.00,Each,$0.00,$0.00
1768,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,045.00",259567,Fuel,5.00,Gallon(s),$11.00,$55.00
1769,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,30 Ton Rough Terrain,13.00,Hour(s),$60.00,$780.00
1770,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
1771,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,Operator Labor - OT,5.00,Hour(s),$200.00,"$1,000.00"
1772,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,Fuel,14.00,Gallon(s),$11.00,$154.00
1773,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,30 Ton Rough Terrain,12.00,Hour(s),$60.00,$720.00
1774,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
1775,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,Operator Labor - OT,4.00,Hour(s),$200.00,$800.00
1776,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,Fuel,12.00,Gallon(s),$11.00,$132.00
1777,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,Craft Foreman - ST,8.00,Hour(s),$145.00,"$1,160.00"
1778,0.876,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$7,591.00",263841,Craft Foreman - OT,5.00,Hour(s),$185.00,$925.00
1779,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,280.50",275581,50-55 Ton RT Daily,8.50,Hour(s),$100.00,$850.00
1780,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,280.50",275581,Operator Labor - ST,8.00,Hour(s),$155.00,"$1,240.00"
1781,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,280.50",275581,Operator Labor - OT,0.50,Hour(s),$205.00,$102.50
1782,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,280.50",275581,Fuel,8.00,Hour(s),$11.00,$88.00
1783,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,541.55",289721,65 Ton RT (d),13.50,Hour(s),$70.00,$945.00
1784,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,541.55",289721,USS 65/70T-RT Labor,3.00,Hour(s),$156.89,$470.67
1785,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,541.55",289721,USS 65/70T-RT Labor PT,10.50,Hour(s),$186.75,"$1,960.88"
1786,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,541.55",289721,Fuel,15.00,Gallon(s),$11.00,$165.00
1787,0.876,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,705.00",283153,45' Articulating Boom,1.00,Month(s),"$2,400.00","$2,400.00"
1788,0.876,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,705.00",283153,Environmental Impact Delivery - Boom Lift Return - Boom Lift,1.00 1.00 1.00,Each Each Each,$0.00 $195.00 $0.00,$0.00 $195.00 $0.00
1789,0.876,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,705.00",283153,Fuel,10.00,Gallon(s),$11.00,$110.00
1790,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,300 Ton AT - ST,11.50,Hour(s),$400.00,"$4,600.00"
1791,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Crew Labor - ST,24.00,Hour(s),$245.00,"$5,880.00"
1792,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Crew Labor - OT,6.50,Hour(s),$410.00,"$2,665.00"
1793,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Drop Off Crane,1.00,Each,"$2,800.00","$2,800.00"
1794,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Pick Up Crane,1.00,Each,"$2,800.00","$2,800.00"
1795,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Freight - Counterweight,1.00,Each,"$6,000.00","$6,000.00"
1796,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Permits (Round Trip),1.00,Set(s),$800.00,$800.00
1797,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Man Basket,3.00,Day(s),$350.00,"$1,050.00"
1798,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Fuel Surcharge,,,6.00%,$972.00
1799,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$25,890.00",265928,Discount - Dan M.,-1.00,Discount,"$1,677.00","($1,677.00)"
1800,0.987,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$1,777.61",272324,65 Ton RT Daily,8.50,Hour(s),$70.00,$595.00
1801,0.987,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$1,777.61",272324,USS 65/70T-RT Operator,8.00,Hour(s),$127.02,"$1,016.16"
1802,0.987,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$1,777.61",272324,USS 65/70T-RT Operator,0.50,Hour(s),$156.89,$78.45
1803,0.987,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$1,777.61",272324,OT Fuel,8.00,Gallon(s),$11.00,$88.00
1804,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$22,224.00",257661,Fuel,297.00,Gallon(s),$11.00,"$3,267.00"
1805,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$22,224.00",257661,110 Ton RT,40.00,Hour(s),$160.00,"$6,400.00"
1806,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$22,224.00",257661,Crew Labor - ST,32.00,Hour(s),$240.00,"$7,680.00"
1807,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$22,224.00",257661,Crew Labor - OT,6.50,Hour(s),$400.00,"$2,600.00"
1808,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$22,224.00",257661,*Misc,1.00,Week(s),"$1,375.00","$1,375.00"
1809,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$22,224.00",257661,Fuel,82.00,Gallon(s),$11.00,$902.00
